id,texto,emocion,texto_en2esp_marian
6351,i could feel tears welling in my eyes and felt disappointed at my lack of fitness and ability to keep up and my annoyance at letting it get to me,sadness,Pude sentir lágrimas brotando en mis ojos y me sentí decepcionada por mi falta de aptitud y habilidad para mantenerme al día y mi molestia por dejar que me afectara
6352,i had just bought some stuff in guardian for contests and was feeling a bit too over the top if i grabbed indiscriminately in caring as well,love,Había comprado algunas cosas en guardian para concursos y me sentía un poco exagerado si me agarraba indiscriminadamente en el cuidado también
6353,i dont want to put to much pressure on myself but i feel like i could make the most amazing year ever,surprise,No quiero presionarme mucho pero siento que podría hacer el año más increíble de mi vida.
6354,i always flashback to her talking about feeling burdened appearing on a radio show alone on lee jaeryong jungeuns good morning,sadness,Siempre recuerdo que ella hablaba de sentirse agobiada apareciendo sola en un programa de radio en los jungeuns de Lee Jaeryong.
6355,i feel annoyed by that girl,anger,Me siento molesta por esa chica.
6356,i feel about the scratches the way i feel about my wrinkles i am fond of them and regard them as evidence of a life well lived,love,Siento sobre los rasguños la forma en que siento sobre mis arrugas soy aficionado a ellos y los considero como evidencia de una vida bien vivida
6357,i mean how can you not feel festive when youre wearing a great big snow man on your chest,joy,"Quiero decir, ¿cómo puedes no sentirte festiva cuando llevas un gran muñeco de nieve en el pecho?"
6358,i feel completely isolated in the world thinking that i m the only one like me,sadness,Me siento completamente aislado en el mundo pensando que soy el único como yo
6359,i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,fear,Me sentía relativamente indeciso y no tenía mucha hambre hasta que pasamos por un lugar de barbacoa.
6360,i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,surprise,"Tengo que cuidar y cuidar de las personas con discapacidad que son blanco de los informes sensacionalistas de los medios, así como al mismo tiempo sentir el dolor que hago por los padres familiares y la comunidad en Newtown Connecticut que está aturdido por los acontecimientos de hoy"
6361,i had a hard time feeling joyful this morning because this morning it was just about the gifts,joy,Me costó mucho sentirme alegre esta mañana porque esta mañana era sólo acerca de los regalos
6362,i feel is a dull worry,sadness,Siento que es una preocupación aburrida.
6363,im still feeling that christmas loving with my polyvore boards and its only the start of advent,love,todavía siento que la Navidad amando con mis placas de polivoro y su sólo el comienzo de la llegada
6364,i could quote you a recent poll showing of young american muslim men feel suicide bombings are acceptable in defense of islam so apparently things like dont kill are not universally shared moral values,joy,"Podría citarte una encuesta reciente que muestra que jóvenes musulmanes americanos sienten que los atentados suicidas son aceptables en defensa del Islam, así que aparentemente cosas como no matar no son valores morales universalmente compartidos."
6365,i feel humiliated by the person who phoned,sadness,Me siento humillado por la persona que llamó.
6366,i put weight on it with my leg bent like when i get out of the car i feel a dull pain in my knee,sadness,Pongo peso en ella con la pierna doblada como cuando salgo del coche siento un dolor aburrido en mi rodilla
6367,im feeling pleased and glad that other people like thaliad and want to celebrate it,joy,me siento contento y contento de que a otras personas les gusta Taliad y quieren celebrarlo
6368,i would feel more environmentally friendly if i sold it,joy,Me sentiría más amigable con el medio ambiente si lo vendiera.
6369,im feeling very hesitant about wanting to buy another house,fear,Me siento muy vacilante acerca de querer comprar otra casa
6370,i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger,Siento los ojos en mí los ojos odiosos en el otro lado del cristal que pertenecen a los miembros de la familia de mis hermosas víctimas
6371,i just feel like lex has convinced you that youre something that youre not martha said her eyes getting misty,joy,Siento que Lex te ha convencido de que eres algo que no eres Martha dijo que sus ojos se ponen brumosos.
6372,i witness what i feel helpless to change i take up my arms my heart and my pen and i write,sadness,Soy testigo de lo que me siento impotente para cambiar tomo mis brazos mi corazón y mi pluma y escribo
6373,i feel when the super exciting sensory bombardment is over,joy,Siento cuando el súper emocionante bombardeo sensorial ha terminado
6374,i have really notcied is my mental clarity like im finally beginning to wake up after years of a foggy brain and feeling lethargic,sadness,Realmente me he dado cuenta es mi claridad mental como yo finalmente empezando a despertar después de años de un cerebro nebuloso y sentirse letárgico
6375,im feeling wildly supportive as i swallow my tension that every single other five year old i know of not only knows his letters but knows them backward,love,"Me siento salvajemente de apoyo mientras me trago mi tensión que cada cinco años de edad que conozco no sólo conoce sus cartas, sino que las conoce hacia atrás"
6376,i set out to make a copycat version of it saturday and i feel i was pretty successful,joy,Me preparé para hacer una versión de imitador del sábado y siento que tuve bastante éxito.
6377,i sit here tonight i feel anxious,fear,Me siento aquí esta noche. Me siento ansioso.
6378,i feel im miserable when i try to do other things,sadness,Me siento miserable cuando trato de hacer otras cosas.
6379,i have to move stop staring at the other ladies this doesn t feel good does it feel bad,joy,Tengo que moverme deja de mirar a las otras damas esto no se siente bien ¿Se siente mal
6380,i feel idiotic sifting through personals sites only nerve,sadness,Me siento idiota tamizando a través de sitios personales sólo nervios
6381,im starting to feel and think as if i dont want to continue to pray for him anymore because its making me feel hopeless,sadness,Empiezo a sentir y pensar como si no quisiera seguir rezando por él porque me hace sentir sin esperanza
6382,i have also been feeling completely overwhelmed and so incredibly unappreciated,surprise,También me he estado sintiendo completamente abrumado y tan increíblemente desapreciado
6383,i will be honest it did feel a little strange being in the company of such greatness,surprise,Seré honesto. Se sintió un poco extraño estar en compañía de tanta grandeza.
6384,i suppose it s partly my fault for forgetting my earplugs but it s still really frustrating to feel like you re being permanently damaged for no apparent reason,sadness,Supongo que es en parte mi culpa por olvidar mis tapones pero todavía es muy frustrante sentir que estás siendo dañado permanentemente sin razón aparente
6385,i feel defeated extremely agitated as well as frustrated beyond words,sadness,"Me siento derrotado extremadamente agitado, así como frustrado más allá de las palabras"
6386,i feel like i ve already read every clever profile seen every picture and more importantly gone out on a first date with every guy on okc eharmony match etc,joy,"Me siento como si ya he leído cada perfil inteligente visto cada foto y lo más importante salió en una primera cita con cada chico en okc eharmony partido, etc"
6387,i normally would call meaningless and stupid but i guess im feeling a little bit adventurous,joy,Yo normalmente llamaría sin sentido y estúpido pero supongo que me siento un poco aventurero
6388,i feel spiteful toward him,anger,Me siento rencorosa hacia él.
6389,i can make someone feel unwelcome rrreeaallyy fast without saying a word,sadness,Puedo hacer que alguien no se sienta bienvenido rápido sin decir una palabra.
6390,i was feeling discouraged and disgruntled and i was a href http tracifishbowl,sadness,Me sentía desanimado y descontento y era un href http tracifishbowl
6391,i feel it is rude of me to ask,anger,Siento que es grosero de mi parte preguntar
6392,i just do it to keep up with ian but really i feel shitty about it and wish i could just date ian,sadness,Sólo lo hago para mantenerme al día con Ian pero realmente me siento una mierda al respecto y desearía poder salir con Ian
6393,i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue,fear,Sigo sintiéndome nervioso por dentro y largo para hablar con sensatez incluso una sola vez alrededor de alguien es tan malo tener estos sentimientos por en tantos niveles que no tengo ni idea
6394,im going to be honest with you i feel distraught,fear,Voy a ser honesto contigo. Me siento angustiado.
6395,i feel this energy of the divine flame,joy,Siento esta energía de la llama divina
6396,i feel thrilled this will all be over in a matter of days,joy,Me siento emocionado de que todo esto termine en cuestión de días.
6397,i feel disturbed because of the world i saw through the camera s eyes,sadness,Me siento perturbado por el mundo que vi a través de los ojos de la cámara
6398,i like to watch people do horrible things so i can be outraged at them and feel superior,joy,Me gusta ver a la gente hacer cosas horribles para que pueda estar indignado con ellos y sentirme superior
6399,i feel a little awkward about this but im going to share a poem with you,sadness,Me siento un poco incómodo por esto pero voy a compartir un poema contigo
6400,i feel hated by my parents,anger,Me siento odiado por mis padres
6401,im feeling groggy and having a bad skin day,sadness,me siento aturdido y teniendo un mal día de piel
6402,i feel your presence beloved,love,Siento tu presencia querida
6403,i never feel bad spending money on other people just when i spend it on myself,sadness,Nunca me siento mal gastando dinero en otras personas justo cuando lo gasto en mí mismo
6404,i would spend hours prepping for the meeting with my supervisor and feeling convinced that i ve nailed it,joy,Me pasaría horas preparándome para la reunión con mi supervisor y sintiéndome convencido de que lo he clavado.
6405,im sick of being dependent even partially so on someone that makes me feel so unwelcome,sadness,Estoy harto de depender en parte de alguien que me hace sentir tan mal.
6406,i still feel jealous of my friends when their moms talk politely with them,anger,Todavía me siento celoso de mis amigos cuando sus mamás hablan educadamente con ellos
6407,i shook it off as we walked into the expansive beijing capital international airport feeling utterly un amused at the prospect of an international transfer in china,joy,Lo sacudí mientras caminábamos en el expansivo aeropuerto internacional de la capital beijing sintiéndonos totalmente divertidos ante la perspectiva de un traslado internacional en China
6408,i was terrified that the revelation of my feelings would drive him away though he reassured me it wouldn t,joy,Estaba aterrorizada de que la revelación de mis sentimientos lo alejara aunque me aseguró que no lo haría.
6409,i don t know i just had this gut feeling and it just really bothered me he said,anger,"No sé, sólo tenía esta sensación de tripa y me molestó mucho, me dijo:"
6410,i feel glad for you,joy,Me alegro por ti.
6411,im in a place right now where i feel safe and peaceful,joy,En un lugar donde me siento seguro y tranquilo.
6412,i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger,Siento que es más peligroso que la gente despida estas desconexiónes y no las considere pruebas iguales a las dificultades físicas de los venerados pioneros.
6413,i agree it looks gorgeous and feels amazing but i have only worn it out on the town one time on new years eve,joy,Estoy de acuerdo en que se ve hermosa y se siente increíble pero sólo lo he gastado en la ciudad una vez en la víspera de los años nuevos
6414,i used to share my feeling and thought all to my lovely roomates shermin and joey,love,Yo solía compartir mi sentimiento y pensar todo a mis encantadoras habitaciones Shermin y Joey
6415,i surmise that after i have made myself sick one too many times on take out and sitcom re runs that i will come around again into feeling dissatisfied with a stationary life without much forward motion,anger,Supongo que después de que me he enfermado una demasiadas veces en el take out y sitcom re corre que volveré a sentirme insatisfecho con una vida estacionaria sin mucho movimiento hacia adelante
6416,i feel that the only acceptable solution is to replace this brush with its rightful mac predecessor,joy,Creo que la única solución aceptable es reemplazar este cepillo con su legítimo predecesor mac
6417,i just feel like its rude,anger,Me siento como si fuera grosera.
6418,i feel like my life has become rather dull it lacks excitement but i feel next year will be different,sadness,Siento que mi vida se ha vuelto algo aburrida le falta emoción pero siento que el próximo año será diferente.
6419,i bought into what the world had told me would fill this emptiness but all it did was leave me lonely feeling confused at the emotional baggage and physical consequences i never expected,fear,Compré en lo que el mundo me había dicho que llenaría este vacío pero todo lo que hizo fue dejarme sola sintiéndome confundida ante el equipaje emocional y las consecuencias físicas que nunca esperé
6420,i think im allowing myself to feel this way because im not heartbroken,sadness,Creo que me permito sentirme así porque no estoy con el corazón roto.
6421,i know whos interested in renaissance and baroque art i can relate with jamie because she like feels tender towards everything and thinks that inanimate objects have feelings,love,Sé quién está interesado en el renacimiento y el arte barroco puedo relacionarme con Jamie porque ella se siente tierna hacia todo y piensa que los objetos inanimados tienen sentimientos
6422,i wanted to write and feel purged of those repressed feelings,sadness,Quería escribir y sentirme purgada de esos sentimientos reprimidos.
6423,i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,fear,Me subí y estaba nerviosa sintiéndome muy tímida y tímida pero después de un tiempo estábamos hablando como si nos conociéramos toda nuestra vida.
6424,i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,anger,Siento que si no hubiera aparecido de la nada y me hubiera distraído habría notado el cambio de luz y nada de esto hubiera pasado.
6425,ive realized over the last few months that i generally tend to feel tremendously dissatisfied after having sex with him,anger,ive se dio cuenta en los últimos meses que generalmente tiendo a sentirme tremendamente insatisfecho después de tener sexo con él
6426,i feel rather pissed off,anger,Me siento bastante cabreado.
6427,i am tied down to my thoughts in class as in life i cant perform i feel ashamed and afraid to be in myself,sadness,Estoy atado a mis pensamientos en clase como en la vida no puedo realizar me siento avergonzado y con miedo de estar en mí mismo
6428,i was feeling ok it would be fun to drive over to dunstable and stand in a field for an hour or so watching people try and drive preposterous motors up grass slopes thats trialling,joy,Me sentía bien sería divertido conducir a Dunstable y estar en un campo durante una hora o así viendo a la gente tratar de conducir motores absurdos por pistas de hierba que prueban
6429,i mean its beginning marks the end to one of the best months of the year which im left feeling exhausted from,sadness,Me refiero a su comienzo marca el final de uno de los mejores meses del año que im izquierda sentirse agotado de
6430,i feel so carefree i never think of the crap going on in my life,joy,Me siento tan despreocupada que nunca pienso en la mierda que está pasando en mi vida.
6431,i feel that everyone is entitiled to their opinion and that opinion should be respected,joy,Creo que todo el mundo tiene derecho a su opinión y que esa opinión debe ser respetada
6432,i got contact lenses the other day and am trying to get used to them i feel like my face looks really weird without glasses and its so strange when i see myself from a distance,surprise,Tengo lentes de contacto el otro día y estoy tratando de acostumbrarme a ellos me siento como mi cara se ve muy raro sin gafas y es tan extraño cuando me veo a mí mismo desde la distancia
6433,i feel like i am doomed to spend the rest of my life in customer service i,sadness,Siento que estoy condenado a pasar el resto de mi vida en el servicio al cliente.
6434,i still have that feeling to you until now ya the feeling to loving you,love,Todavía tengo ese sentimiento para ti hasta ahora el sentimiento de amarte
6435,i find that i cant do as much as i used to do without feeling exhausted,sadness,Encuentro que no puedo hacer tanto como solía hacer sin sentirme exhausta.
6436,i feel very optimistic about everything at this moment,joy,Me siento muy optimista sobre todo en este momento
6437,i said im only pages and this book feels so tortured and you can really feel the pain of the characters,fear,Dije sólo páginas im y este libro se siente tan torturado y realmente se puede sentir el dolor de los personajes
6438,ive been feeling like i cant put a lot into this because hes not caring about it anyway,love,He estado sintiendo que no puedo poner mucho en esto porque de todos modos no le importa.
6439,i was well and feeling a bit of cabin fever i unwisely convinced spooky to take me to a matin e screening of scott stewarts legion,joy,Estaba bien y sintiéndome un poco de fiebre de cabina. Insensatamente convencí a escalofriante de llevarme a una prueba de matin e de scott guisarts legión.
6440,i like to pray a decade whenever im feeling stressed or scared,anger,Me gusta rezar una década cuando me siento estresado o asustado
6441,i am just waking up with not nearly enough sleep and feeling dazed,surprise,Me estoy despertando sin dormir lo suficiente y sin sentirme aturdido.
6442,im referring to a comment in the pattern right now not feeling that divine really since i probably was born with a set of dpns in my hands,joy,me refiero a un comentario en el patrón ahora mismo no sentir que divina realmente desde que probablemente nací con un conjunto de dpns en mis manos
6443,i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,surprise,Seguí pensando en lo increíble que me sentiría después de recordar lo increíble que me sentí después de mi clase de giro emocional la noche anterior
6444,i feel vicious and sleepy,anger,Me siento viciosa y soñolienta.
6445,i feel like an ass saying that since my sweet sister has gone through quite possibly the worst year of her life at the same time,joy,Me siento como un idiota diciendo que desde que mi dulce hermana ha pasado posiblemente por el peor año de su vida al mismo tiempo
6446,i feel damaged from just witnessing it,sadness,Me siento dañado por haber sido testigo de ello.
6447,i say that i feel like im hated,anger,Yo digo que me siento como si yo odiara
6448,i am a happily married man shows me his wedding ring and i swear i am not hitting on you but i just feel this sweet energy from you like i know you but i dont know you right,joy,Soy un hombre felizmente casado me muestra su anillo de bodas y juro que no estoy coqueteando contigo pero siento esta dulce energía de ti como si te conociera pero no te conozco bien
6449,i took a day off which is so unusual for me i almost feel naughty,love,Me tomé un día libre que es tan inusual para mí que casi me siento travieso.
6450,i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again,anger,"No lo he hecho en un par de años y ahora me siento como si estuviera en un lugar donde odiaba cuando lo estaba haciendo, pero me gustaría poder hacerlo de nuevo."
6451,i hope that you are all feeling festive and keeping warm,joy,Espero que todos se sientan festivos y se mantengan calientes.
6452,i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive,anger,"Nunca quiero ser grosera, incluso cuando siento que alguien ha sido grosera conmigo e incluso entonces no quiero sentir que necesito gustarme si no aplasto al ofensor a fondo me quedaré en lágrimas delante de todos porque soy tan sensible"
6453,i feel my repressed emotions surfacing im glad for the solace i can seek in my writing,sadness,Siento que mis emociones reprimidas emergen alegres por el consuelo que puedo buscar en mi escritura
6454,i am feeling like i have more energy and loving every minute of it,love,Siento que tengo más energía y que amo cada minuto.
6455,i feel stupid about my diamond richie mix up,sadness,Me siento estúpido por mi mezcla de diamantes Richie
6456,i love taylor swift because she has so many inspiring song and her song always represent what i feel and she is so damn gorgeous and she is very nice to her fans,joy,Me encanta Taylor Swift porque tiene tantas canciones inspiradoras y su canción siempre representa lo que siento y ella es tan malditamente hermosa y es muy agradable con sus fans
6457,i was pretty tired feeling a little homesick and not at all in the mood to mingle,sadness,Estaba bastante cansado sintiendo un poco de nostalgia y no estaba de humor para mezclarme.
6458,im great at complaining because modern society is geared toward making people feel inadequate,sadness,Es genial quejarse porque la sociedad moderna está orientada a hacer que la gente se sienta inadecuada.
6459,i am still feeling pretty lousy from this allergy induced stupor so last night i just was not really feeling wildstar and interacting with other human beings,sadness,Todavía me siento bastante mal por este estupor inducido por alergia así que anoche no me sentía realmente estrella salvaje e interactuando con otros seres humanos
6460,i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,anger,Me siento aún más molesta porque aquí estoy siendo molestado por esto cuando el chico probablemente ni siquiera está pensando en esto
6461,i hate being selfish but i gotta admit i feel so depressed about it,sadness,"Odio ser egoísta, pero tengo que admitir que me siento tan deprimida por ello."
6462,i can truly empathize with your feelings of failure and discontent i would challenge you to re focus that energy in order to gear up for the next cycle,sadness,Puedo realmente empatizar con tus sentimientos de fracaso y descontento te retaría a volver a enfocar esa energía con el fin de prepararte para el próximo ciclo
6463,i don t feel comfortable doing it is what i m trying to say,joy,No me siento cómodo haciendo eso es lo que estoy tratando de decir
6464,im which turned out to be easy yummy and made me feel very clever as i was able to make sandwiches and soup out of the leftovers like my mum,joy,im que resultó ser fácil delicioso y me hizo sentir muy inteligente ya que era capaz de hacer sándwiches y sopa de las sobras como mi madre
6465,i had awesome workouts and feeling amazing,joy,Tuve entrenamientos impresionantes y sentirme increíble
6466,i wanted to feel like i could depend on you and put in ur care and dare i say tender hands some of the things i hold dear u like a winter never seen in these lands became so cold,love,Quería sentir que podía depender de ti y poner en nuestro cuidado y atreverme a decir manos tiernas algunas de las cosas que tengo queridas como un invierno nunca visto en estas tierras se volvió tan frío
6467,i didn t even think i was the type of person that could feel homesick,sadness,Ni siquiera pensé que era el tipo de persona que podía sentir nostalgia
6468,i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit,fear,Lo agarré por el cuello y lo tiré contra mí en un beso de lengua apasionada sintiendo su largo miembro deslizarse entre mis mejillas esperando culo mientras pulsaba en el brote frenético de mi clítoris
6469,i knew i have this feeling but i ignored it,sadness,"Sabía que tenía esta sensación, pero la ignoré."
6470,i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear,Me siento fuera de lugar publicando aquí ya que me siento tan vacilante para unirme a una fuerza total pero podría usar un poco de información de la gente en el interior
6471,i feel isolated as a stay at home mum shonas story notes d athe only negative for me is that i feel isolated as a stay at home mum,sadness,Me siento aislado como una estancia en casa mamá shonas historia notas d athe sólo negativo para mí es que me siento aislado como una estancia en casa mamá
6472,i diabetes and clinical depression and put right the record on my abstinence from alcohol for over eight years i feel more calm and listened to by the specialists,joy,i diabetes y depresión clínica y poner bien el registro de mi abstinencia del alcohol durante más de ocho años me siento más tranquilo y escuchado por los especialistas
6473,i really feel cute when i wear them,joy,Realmente me siento lindo cuando los uso
6474,i feel i am being neglectful to a lot of you by not responding to your comments,sadness,Siento que estoy siendo negligente con muchos de ustedes al no responder a sus comentarios
6475,i am feeling pretty sad because it looks like i wont be able to plant my tomato garden this year,sadness,Me siento muy triste porque parece que no podré plantar mi jardín de tomates este año.
6476,im sitting on the couch thinking about how miserable i feel from indulging in too much delicious food,joy,Estoy sentado en el sofá pensando en lo miserable que me siento de disfrutar de demasiada comida deliciosa
6477,i feel so idiotic for letting you and myself call us best friends,sadness,Me siento tan idiota por dejar que tú y yo nos llamemos mejores amigos.
6478,i feel much alarmed at the prospect of seeing general jackson president,fear,Me siento muy alarmado por la perspectiva de ver al presidente general Jackson.
6479,i either feel like crap about myself all day and try to make up for it the rest of the day and am exhausted,sadness,O me siento como una mierda sobre mí todo el día e intento compensarlo el resto del día y estoy exhausto.
6480,i am feeling very thankful and relieved,joy,Me siento muy agradecida y aliviada.
6481,i am feeling quite anxious about it all,fear,Me siento muy ansioso por todo esto.
6482,i feel that he s really shy with his feelings because as he talked about how he felt what happened during the trip he was really nervous and i appreciate the effort to say all of that by the way,fear,Siento que es muy tímido con sus sentimientos porque mientras hablaba de cómo sentía lo que pasó durante el viaje estaba muy nervioso y aprecio el esfuerzo de decir todo eso por cierto.
6483,i feel slightly weepy about this milestone and a lot happy,sadness,Me siento un poco llorando por este hito y mucho feliz
6484,i seem to remember feeling very contented,joy,Parece que recuerdo sentirme muy contenta.
6485,ive basically been cold calling companies with very little success which is why ive been feeling depressed from getting discouraged,sadness,Por eso se ha sentido deprimido por desanimarse.
6486,i am so fucking sick its not funny my head feels like its going to explode my sinuses are aching my stomach is feeling sloshy im not sure if thats good,sadness,Estoy tan jodidamente enfermo que no es gracioso que mi cabeza sienta que va a explotar mis senos nasales me duelen el estómago no estoy segura si eso es bueno
6487,ive been resting and feeling generally unpleasant and queasy but in that frustrating background way where you dont feel right but cant place an exact cause,sadness,"ha estado descansando y sintiéndose generalmente desagradable y mareado, pero en esa frustrante forma de fondo donde no se siente bien pero no puede colocar una causa exacta"
6488,i am feeling jealous i remind myself of this story and it keeps me on the path to better living,anger,Me siento celosa me recuerdo a mí misma de esta historia y me mantiene en el camino a una mejor vida
6489,i feel so honoured so have been allowed to write my story and,joy,Me siento tan honrado que se me ha permitido escribir mi historia y
6490,i achieved was deepening my realization that i need to plan ahead to feel satisfied and avoid making silly food choices,joy,Logré profundizar mi comprensión de que necesito planear con anticipación para sentirme satisfecho y evitar tomar decisiones tontas de comida.
6491,ive had my ass handed to me by murt and im starting to feel fucked but just a little,anger,"Ive me dio mi culo por la suciedad y me empezó a sentir follada, pero sólo un poco"
6492,i feel extremely discontent right now,sadness,Me siento extremadamente descontento en este momento
6493,i realized i was a total idiot and forgot clarinet choir making me feel even more idiotic and stupid then i already was,sadness,Me di cuenta de que era un idiota total y olvidé el coro de clarinete haciéndome sentir aún más idiota y estúpido.
6494,ive been feeling homesick for several months probably since christmas,sadness,"He estado sintiendo nostalgia por varios meses, probablemente desde Navidad"
6495,i stropped about for a bit feeling grumpy because i was missing out,anger,Me escabullí por un poco sintiéndome gruñón porque me estaba perdiendo
6496,i am never happy for the things i do have i feel so ungrateful for that,sadness,Nunca estoy feliz por las cosas que tengo me siento tan desagradecido por eso.
6497,i wanna know how does it feel being pretty and every guys love me,joy,Quiero saber cómo se siente ser bonita y todos los chicos me aman.
6498,i feel completely inadequate and unable to express any of it in words,sadness,Me siento completamente inadecuado e incapaz de expresar nada de ello en palabras
6499,i like your t shirt can achieve that and instill a sense of making the customer feel valued as a person but such comments should be sincere,joy,"Me gusta su camiseta puede lograr eso e inculcar un sentido de hacer que el cliente se sienta valorado como una persona, pero tales comentarios deben ser sinceros"
6500,i disinterested but when i do read it i leave off feeling inadequate,sadness,"Me desinteresé, pero cuando lo leo me dejo sintiéndome inadecuada."
6501,i feel like a treasured prize,love,Me siento como un premio atesorado.
6502,i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,anger,Seguí mirando fijamente su tembloroso sentimiento de flor que era como una flor violenta en la fotografía de lapso de tiempo una flor temblando con vigoroso crecimiento mientras se aceleraba hacia el sol parpadeante que corría el cielo anunciando el final de nuestra relación antes incluso de que hubiera comenzado
6503,i feel devastated for a young man,sadness,Me siento devastada por un joven.
6504,i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious,surprise,Pensé mucho en ello este fin de semana porque vi la culpa en nuestras estrellas que es sobre dos niños que tienen cáncer por lo que me hizo sentir muy raro y ansioso
6505,i really do feel it is beaten into us to breastfeed,sadness,Realmente siento que es golpeado en nosotros para amamantar
6506,i am feeling fairly contented,joy,Me siento bastante contento.
6507,i guess sometimes you arent aware of your true feelings until a playful kiss exposes them,joy,Supongo que a veces no eres consciente de tus verdaderos sentimientos hasta que un beso juguetón los expone
6508,ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example,anger,"Ive tenía un largo camino de ese sentimiento inicial como si estuviera siendo grosero por rechazar la comida que se hizo traer para mí y a veces comer cosas porque era sin gluten y parecía delicioso incluso si tal vez no era lo que me sentía bien por comer un pastel de boda realmente mediocre, por ejemplo"
6509,i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt,anger,Estoy aquí sentado escribiendo esto y preguntándome dónde pertenezco sintiéndome distraído sintiéndome cómodo sintiéndome mal entendido y herido.
6510,i feel burdened by my own expectations,sadness,Me siento agobiado por mis propias expectativas.
6511,i was still feeling weird about the day before,fear,Todavía me sentía raro por lo del día anterior.
6512,im feeling indecisive about what to do,fear,me siento indeciso sobre qué hacer
6513,i were i probably wouldn t be saddled with all this guilt and feeling like i should be doing these things instead of pissing about doing highly unimportant things,sadness,Yo estaba probablemente no estaría ensillado con toda esta culpa y sentir que debería estar haciendo estas cosas en lugar de orinar sobre hacer cosas altamente insignificantes
6514,i feel bad calling it mere book or story is six individual stories nestled together,sadness,Me siento mal llamándolo simple libro o historia son seis historias individuales enclavadas juntas
6515,i was also given several shiny presents because my friends are really rather cool i actually prefer late birthday presents to early ones as it extends the period of feeling beloved significant segments of all and sundry and is more unexpected,joy,También me dieron varios regalos brillantes porque mis amigos son realmente bastante cool en realidad prefiero regalos de cumpleaños tardíos a los primeros ya que se extiende el período de sentirse queridos segmentos significativos de todos y varios y es más inesperado
6516,i am feeling nostalgic more than anything,love,Me siento más nostálgico que nada
6517,i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,anger,Tal vez pueda recrear la sensación cuando vuelva a la fría niebla que me espera mañana por la noche.
6518,i spend my energy making the world i live in a better place and do everything in my power not to kick people or feel superior to others who dont have the same challenges as myself,joy,Gasto mi energía haciendo que el mundo viva en un lugar mejor y hago todo lo que esté en mi poder para no patear a la gente o sentirse superior a otros que no tienen los mismos desafíos que yo mismo
6519,i didn t feel very faithful at that point,joy,No me sentí muy fiel en ese momento.
6520,i feel its a reminder that im taking care of something so precious and need to treat myself better,joy,Siento que es un recordatorio de que estoy cuidando de algo tan precioso y necesito tratarme mejor.
6521,i had really felt quite good and safe about having the baby at home although there are always risks but i still feel blessed about how everything turned out,love,"Realmente me había sentido muy bien y seguro acerca de tener el bebé en casa aunque siempre hay riesgos, pero todavía me siento bendecido por cómo todo resultó"
6522,i feel like i can trust my faithful blogstalkers,love,Siento que puedo confiar en mis fieles bloggers.
6523,i was battling the desire to move away from her not wanting to be rude but seriously feeling disturbed by her nearness,sadness,"Estaba luchando contra el deseo de alejarme de ella no queriendo ser grosera, sino sintiéndome seriamente perturbada por su cercanía."
6524,i feel like i am despised,anger,Me siento como si me despreciaran.
6525,i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly,fear,"Siento como que estoy ganando fuerza rápidamente y probablemente podría empezar a facilitar de nuevo a correr ahora, pero estoy bastante asustado tonto"
6526,i think lunch sounds datey and coffee feels casual,joy,Creo que el almuerzo suena a datey y el café se siente casual
6527,i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long,surprise,Me siento un poco abrumado pero se le han dado algunas herramientas increíbles se reunió con una maravillosamente creativa diversión y gente loca y se me recordó que tengo una voz que ha estado en silencio durante demasiado tiempo
